# Domain: L_shaped (relative error of each of the first 1000 eigenvalues against its index, dense eig)
# Reference: DST at M = 163, dofs = 19845
# DST: M = 55, dofs = 2241, time = 0.3166 s
# FD: M = 55, dofs = 2241, time = 0.3160 s
# FEM: Hmax = 0.0755, dofs = 2257, time = 0.8483 s
k,lambda_ref,lambda_DST,rel_error_DST,lambda_FD,rel_error_FD,lambda_FEM,rel_error_FEM
138,641.5242860711395,641.52428607081379,5.0771700642415148e-13,614.53738222850188,0.042066846771947462,647.67813853329062,0.009592547929617605
139,641.882123009324,641.86971865167482,1.932497760030058e-05,614.53738222850598,0.042600876080826473,648.04882220761851,0.009607214435858236
140,642.60116177457644,642.72898882600612,0.00019892128902580163,614.89117272542319,0.043121598119478459,648.73887474688797,0.0095513567939434166
141,648.98897895686525,648.96579121089053,3.57290288842717e-05,618.7001390836989,0.046670807756782395,655.38300433469431,0.0098522865335961708
142,654.1692775123912,654.72176383758574,0.00084456171236820443,619.40776408546549,0.053138407170561855,660.68577587487107,0.0099614864018991323
143,660.68978473157244,660.59076249608268,0.00014987704937802354,625.38082499885377,0.053442569491314498,667.43539415221699,0.010209949626185265
144,663.65779614965152,663.8052248909969,0.00022214572359537983,629.68102438440542,0.051196221851637087,670.53117523418598,0.010356812086608186
145,671.13309927382261,671.13309927407033,3.6911250490169905e-13,629.68102438441099,0.061764313120994133,678.00110473925599,0.010233447691470861
146,671.13309927409239,671.13309927407226,2.9982979975940558e-14,634.91341742011866,0.053967956420491667,678.23272772112784,0.010578569965800408
147,674.43143607864033,674.39967377126845,4.7094939044588419e-05,648.81452857751128,0.037982967772193309,681.39053852285303,0.010318472823086578
148,685.71805499747279,685.69096143801983,3.951122368079474e-05,650.51520126540197,0.051337212831884034,692.95338605525524,0.010551466459212762
149,686.81782323705215,686.86703689285241,7.165459913126427e-05,652.39750478317478,0.050115645356508677,694.15423835275988,0.010681748299906294
150,691.96022316958317,692.33987841517205,0.00054866628583047047,660.51200321501699,0.045448016954666721,699.4946393957722,0.010888510602064643
151,698.95960128704849,698.73505195265795,0.00032126225031754458,661.42719160727711,0.053697537898699785,706.80569005516497,0.011225382344943651
152,710.61151687843642,710.61151687843551,1.2798761069453853e-15,670.30991546432983,0.056713971638319143,718.84006328245857,0.01157952862932533
